## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR13333668.sorted.bam --OUTPUT bams/SRR13333668.sorted.markdup.bam --METRICS_FILE stats/SRR13333668.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 19:59:36 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	871	442361	1100	19675	858	209954	0	0.475123	302484

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999998	157257	157257
2.0	1.231671	37064	37064
3.0	1.285343	14975	14975
4.0	1.297778	7753	7753
5.0	1.300658	4420	4420
6.0	1.301326	2921	2921
7.0	1.30148	1892	1892
8.0	1.301516	1278	1278
9.0	1.301525	946	946
10.0	1.301526	769	769
11.0	1.301527	528	528
12.0	1.301527	398	398
13.0	1.301527	359	359
14.0	1.301527	302	302
15.0	1.301527	194	194
16.0	1.301527	183	183
17.0	1.301527	148	148
18.0	1.301527	136	136
19.0	1.301527	95	95
20.0	1.301527	87	87
21.0	1.301527	103	103
22.0	1.301527	62	62
23.0	1.301527	62	62
24.0	1.301527	36	36
25.0	1.301527	46	46
26.0	1.301527	50	50
27.0	1.301527	33	33
28.0	1.301527	37	37
29.0	1.301527	30	30
30.0	1.301527	23	23
31.0	1.301527	11	11
32.0	1.301527	16	16
33.0	1.301527	15	15
34.0	1.301527	11	11
35.0	1.301527	9	9
36.0	1.301527	16	16
37.0	1.301527	10	10
38.0	1.301527	6	6
39.0	1.301527	7	7
40.0	1.301527	8	8
41.0	1.301527	5	5
42.0	1.301527	11	11
43.0	1.301527	7	7
44.0	1.301527	3	3
45.0	1.301527	3	3
46.0	1.301527	6	6
47.0	1.301527	7	7
48.0	1.301527	3	3
49.0	1.301527	3	3
50.0	1.301527	3	3
51.0	1.301527	2	2
52.0	1.301527	5	5
53.0	1.301527	1	1
54.0	1.301527	4	4
55.0	1.301527	0	0
56.0	1.301527	1	1
57.0	1.301527	2	2
58.0	1.301527	4	4
59.0	1.301527	4	4
60.0	1.301527	2	2
61.0	1.301527	3	3
62.0	1.301527	1	1
63.0	1.301527	0	0
64.0	1.301527	4	4
65.0	1.301527	1	1
66.0	1.301527	1	1
67.0	1.301527	0	0
68.0	1.301527	0	0
69.0	1.301527	1	1
70.0	1.301527	1	1
71.0	1.301527	2	2
72.0	1.301527	1	1
73.0	1.301527	1	1
74.0	1.301527	2	2
75.0	1.301527	1	1
76.0	1.301527	2	2
77.0	1.301527	0	0
78.0	1.301527	2	2
79.0	1.301527	0	0
80.0	1.301527	2	2
81.0	1.301527	0	0
82.0	1.301527	0	0
83.0	1.301527	2	2
84.0	1.301527	0	0
85.0	1.301527	2	2
86.0	1.301527	1	1
87.0	1.301527	0	0
88.0	1.301527	0	0
89.0	1.301527	0	0
90.0	1.301527	0	0
91.0	1.301527	0	0
92.0	1.301527	0	0
93.0	1.301527	2	2
94.0	1.301527	0	0
95.0	1.301527	0	0
96.0	1.301527	0	0
97.0	1.301527	2	2
98.0	1.301527	0	0
99.0	1.301527	0	0
100.0	1.301527	0	0
136.0	0	1	1

