## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12638348.sorted.bam --OUTPUT bams/SRR12638348.sorted.markdup.bam --METRICS_FILE stats/SRR12638348.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 20:09:02 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	903	369807	1009	25857	883	158064	0	0.428094	297706

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	148833	148833
2.0	1.288751	32759	32759
3.0	1.372129	12664	12664
4.0	1.396204	6255	6255
5.0	1.403156	3554	3554
6.0	1.405163	2113	2113
7.0	1.405743	1423	1423
8.0	1.40591	974	974
9.0	1.405958	721	721
10.0	1.405972	509	509
11.0	1.405976	379	379
12.0	1.405978	285	285
13.0	1.405978	215	215
14.0	1.405978	169	169
15.0	1.405978	176	176
16.0	1.405978	103	103
17.0	1.405978	84	84
18.0	1.405978	62	62
19.0	1.405978	62	62
20.0	1.405978	44	44
21.0	1.405978	42	42
22.0	1.405978	37	37
23.0	1.405978	32	32
24.0	1.405978	32	32
25.0	1.405978	17	17
26.0	1.405978	18	18
27.0	1.405978	15	15
28.0	1.405978	16	16
29.0	1.405978	12	12
30.0	1.405978	16	16
31.0	1.405978	11	11
32.0	1.405978	13	13
33.0	1.405978	15	15
34.0	1.405978	7	7
35.0	1.405978	4	4
36.0	1.405978	5	5
37.0	1.405978	5	5
38.0	1.405978	5	5
39.0	1.405978	3	3
40.0	1.405978	6	6
41.0	1.405978	4	4
42.0	1.405978	4	4
43.0	1.405978	1	1
44.0	1.405978	1	1
45.0	1.405978	1	1
46.0	1.405978	0	0
47.0	1.405978	3	3
48.0	1.405978	3	3
49.0	1.405978	0	0
50.0	1.405978	1	1
51.0	1.405978	2	2
52.0	1.405978	2	2
53.0	1.405978	2	2
54.0	1.405978	0	0
55.0	1.405978	0	0
56.0	1.405978	1	1
57.0	1.405978	3	3
58.0	1.405978	3	3
59.0	1.405978	2	2
60.0	1.405978	3	3
61.0	1.405978	0	0
62.0	1.405978	1	1
63.0	1.405978	0	0
64.0	1.405978	0	0
65.0	1.405978	2	2
66.0	1.405978	0	0
67.0	1.405978	1	1
68.0	1.405978	1	1
69.0	1.405978	0	0
70.0	1.405978	0	0
71.0	1.405978	2	2
72.0	1.405978	0	0
73.0	1.405978	0	0
74.0	1.405978	1	1
75.0	1.405978	0	0
76.0	1.405978	0	0
77.0	1.405978	0	0
78.0	1.405978	0	0
79.0	1.405978	1	1
80.0	1.405978	0	0
81.0	1.405978	0	0
82.0	1.405978	0	0
83.0	1.405978	0	0
84.0	1.405978	0	0
85.0	1.405978	0	0
86.0	1.405978	0	0
87.0	1.405978	0	0
88.0	1.405978	0	0
89.0	1.405978	1	1
90.0	1.405978	0	0
91.0	1.405978	0	0
92.0	1.405978	1	1
93.0	1.405978	0	0
94.0	1.405978	0	0
95.0	1.405978	1	1
96.0	1.405978	0	0
97.0	1.405978	0	0
98.0	1.405978	0	0
99.0	1.405978	0	0
100.0	1.405978	0	0

