## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12638319.sorted.bam --OUTPUT bams/SRR12638319.sorted.markdup.bam --METRICS_FILE stats/SRR12638319.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 20:01:30 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	841	414348	1364	34773	830	185257	0	0.447652	311400

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	158074	158074
2.0	1.264319	36184	36184
3.0	1.334184	14388	14388
4.0	1.35265	7148	7148
5.0	1.357531	4041	4041
6.0	1.358822	2502	2502
7.0	1.359163	1648	1648
8.0	1.359253	1167	1167
9.0	1.359277	861	861
10.0	1.359283	611	611
11.0	1.359285	497	497
12.0	1.359285	327	327
13.0	1.359285	278	278
14.0	1.359285	224	224
15.0	1.359285	180	180
16.0	1.359285	125	125
17.0	1.359285	114	114
18.0	1.359285	92	92
19.0	1.359285	66	66
20.0	1.359285	78	78
21.0	1.359285	52	52
22.0	1.359285	49	49
23.0	1.359285	51	51
24.0	1.359285	30	30
25.0	1.359285	28	28
26.0	1.359285	31	31
27.0	1.359285	18	18
28.0	1.359285	27	27
29.0	1.359285	21	21
30.0	1.359285	12	12
31.0	1.359285	23	23
32.0	1.359285	16	16
33.0	1.359285	12	12
34.0	1.359285	9	9
35.0	1.359285	9	9
36.0	1.359285	7	7
37.0	1.359285	6	6
38.0	1.359285	6	6
39.0	1.359285	3	3
40.0	1.359285	4	4
41.0	1.359285	4	4
42.0	1.359285	5	5
43.0	1.359285	1	1
44.0	1.359285	5	5
45.0	1.359285	1	1
46.0	1.359285	4	4
47.0	1.359285	6	6
48.0	1.359285	2	2
49.0	1.359285	2	2
50.0	1.359285	2	2
51.0	1.359285	1	1
52.0	1.359285	4	4
53.0	1.359285	1	1
54.0	1.359285	3	3
55.0	1.359285	2	2
56.0	1.359285	2	2
57.0	1.359285	4	4
58.0	1.359285	2	2
59.0	1.359285	0	0
60.0	1.359285	1	1
61.0	1.359285	4	4
62.0	1.359285	0	0
63.0	1.359285	0	0
64.0	1.359285	1	1
65.0	1.359285	3	3
66.0	1.359285	2	2
67.0	1.359285	2	2
68.0	1.359285	0	0
69.0	1.359285	0	0
70.0	1.359285	1	1
71.0	1.359285	1	1
72.0	1.359285	1	1
73.0	1.359285	0	0
74.0	1.359285	0	0
75.0	1.359285	0	0
76.0	1.359285	0	0
77.0	1.359285	2	2
78.0	1.359285	0	0
79.0	1.359285	0	0
80.0	1.359285	0	0
81.0	1.359285	0	0
82.0	1.359285	0	0
83.0	1.359285	0	0
84.0	1.359285	0	0
85.0	1.359285	0	0
86.0	1.359285	1	1
87.0	1.359285	0	0
88.0	1.359285	0	0
89.0	1.359285	0	0
90.0	1.359285	0	0
91.0	1.359285	0	0
92.0	1.359285	0	0
93.0	1.359285	1	1
94.0	1.359285	0	0
95.0	1.359285	1	1
96.0	1.359285	0	0
97.0	1.359285	0	0
98.0	1.359285	0	0
99.0	1.359285	0	0
100.0	1.359285	0	0

