## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12983972.sorted.bam --OUTPUT bams/SRR12983972.sorted.markdup.bam --METRICS_FILE stats/SRR12983972.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 20:18:00 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	935	540320	21572	31043	932	248706	0	0.460758	388015

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999999	199816	199816
2.0	1.248446	45739	45739
3.0	1.310172	18422	18422
4.0	1.325508	9418	9418
5.0	1.329318	5555	5555
6.0	1.330264	3393	3393
7.0	1.3305	2267	2267
8.0	1.330558	1534	1534
9.0	1.330573	1061	1061
10.0	1.330576	875	875
11.0	1.330577	616	616
12.0	1.330577	458	458
13.0	1.330577	384	384
14.0	1.330577	331	331
15.0	1.330577	280	280
16.0	1.330577	217	217
17.0	1.330577	187	187
18.0	1.330577	128	128
19.0	1.330577	122	122
20.0	1.330577	103	103
21.0	1.330577	89	89
22.0	1.330577	74	74
23.0	1.330577	51	51
24.0	1.330577	45	45
25.0	1.330577	44	44
26.0	1.330577	40	40
27.0	1.330577	36	36
28.0	1.330577	35	35
29.0	1.330577	30	30
30.0	1.330577	24	24
31.0	1.330577	25	25
32.0	1.330577	23	23
33.0	1.330577	16	16
34.0	1.330577	9	9
35.0	1.330577	9	9
36.0	1.330577	19	19
37.0	1.330577	11	11
38.0	1.330577	10	10
39.0	1.330577	6	6
40.0	1.330577	3	3
41.0	1.330577	5	5
42.0	1.330577	9	9
43.0	1.330577	4	4
44.0	1.330577	13	13
45.0	1.330577	4	4
46.0	1.330577	3	3
47.0	1.330577	2	2
48.0	1.330577	2	2
49.0	1.330577	4	4
50.0	1.330577	1	1
51.0	1.330577	4	4
52.0	1.330577	2	2
53.0	1.330577	2	2
54.0	1.330577	5	5
55.0	1.330577	0	0
56.0	1.330577	4	4
57.0	1.330577	3	3
58.0	1.330577	1	1
59.0	1.330577	4	4
60.0	1.330577	2	2
61.0	1.330577	2	2
62.0	1.330577	1	1
63.0	1.330577	2	2
64.0	1.330577	1	1
65.0	1.330577	2	2
66.0	1.330577	4	4
67.0	1.330577	2	2
68.0	1.330577	1	1
69.0	1.330577	3	3
70.0	1.330577	1	1
71.0	1.330577	2	2
72.0	1.330577	1	1
73.0	1.330577	2	2
74.0	1.330577	0	0
75.0	1.330577	1	1
76.0	1.330577	0	0
77.0	1.330577	1	1
78.0	1.330577	0	0
79.0	1.330577	2	2
80.0	1.330577	1	1
81.0	1.330577	0	0
82.0	1.330577	1	1
83.0	1.330577	0	0
84.0	1.330577	1	1
85.0	1.330577	0	0
86.0	1.330577	1	1
87.0	1.330577	0	0
88.0	1.330577	0	0
89.0	1.330577	1	1
90.0	1.330577	0	0
91.0	1.330577	0	0
92.0	1.330577	0	0
93.0	1.330577	0	0
94.0	1.330577	0	0
95.0	1.330577	0	0
96.0	1.330577	0	0
97.0	1.330577	0	0
98.0	1.330577	0	0
99.0	1.330577	0	0
100.0	1.330577	0	0
104.0	0	1	1
151.0	0	1	1

