## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR13644067.sorted.bam --OUTPUT bams/SRR13644067.sorted.markdup.bam --METRICS_FILE stats/SRR13644067.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 19:55:35 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	33	7390	39	178351	20	844	0	0.115304	29839

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999997	5974	5974
2.0	1.780618	422	422
3.0	2.389988	91	91
4.0	2.865678	34	34
5.0	3.237012	10	10
6.0	3.526884	7	7
7.0	3.753165	2	2
8.0	3.929805	1	1
9.0	4.067694	2	2
10.0	4.175334	2	2
11.0	4.25936	1	1
12.0	4.324953	0	0
13.0	4.376156	0	0
14.0	4.416127	0	0
15.0	4.447328	0	0
16.0	4.471685	0	0
17.0	4.490699	0	0
18.0	4.505541	0	0
19.0	4.517128	0	0
20.0	4.526172	0	0
21.0	4.533233	0	0
22.0	4.538744	0	0
23.0	4.543047	0	0
24.0	4.546405	0	0
25.0	4.549027	0	0
26.0	4.551074	0	0
27.0	4.552671	0	0
28.0	4.553918	0	0
29.0	4.554892	0	0
30.0	4.555652	0	0
31.0	4.556245	0	0
32.0	4.556708	0	0
33.0	4.55707	0	0
34.0	4.557352	0	0
35.0	4.557572	0	0
36.0	4.557744	0	0
37.0	4.557879	0	0
38.0	4.557983	0	0
39.0	4.558065	0	0
40.0	4.558129	0	0
41.0	4.558179	0	0
42.0	4.558218	0	0
43.0	4.558248	0	0
44.0	4.558272	0	0
45.0	4.55829	0	0
46.0	4.558305	0	0
47.0	4.558316	0	0
48.0	4.558325	0	0
49.0	4.558332	0	0
50.0	4.558337	0	0
51.0	4.558341	0	0
52.0	4.558345	0	0
53.0	4.558347	0	0
54.0	4.558349	0	0
55.0	4.558351	0	0
56.0	4.558352	0	0
57.0	4.558353	0	0
58.0	4.558354	0	0
59.0	4.558354	0	0
60.0	4.558355	0	0
61.0	4.558355	0	0
62.0	4.558355	0	0
63.0	4.558355	0	0
64.0	4.558356	0	0
65.0	4.558356	0	0
66.0	4.558356	0	0
67.0	4.558356	0	0
68.0	4.558356	0	0
69.0	4.558356	0	0
70.0	4.558356	0	0
71.0	4.558356	0	0
72.0	4.558356	0	0
73.0	4.558356	0	0
74.0	4.558356	0	0
75.0	4.558356	0	0
76.0	4.558356	0	0
77.0	4.558356	0	0
78.0	4.558356	0	0
79.0	4.558356	0	0
80.0	4.558356	0	0
81.0	4.558356	0	0
82.0	4.558356	0	0
83.0	4.558356	0	0
84.0	4.558356	0	0
85.0	4.558356	0	0
86.0	4.558356	0	0
87.0	4.558356	0	0
88.0	4.558356	0	0
89.0	4.558356	0	0
90.0	4.558356	0	0
91.0	4.558356	0	0
92.0	4.558356	0	0
93.0	4.558356	0	0
94.0	4.558356	0	0
95.0	4.558356	0	0
96.0	4.558356	0	0
97.0	4.558356	0	0
98.0	4.558356	0	0
99.0	4.558356	0	0
100.0	4.558356	0	0

