## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12638318.sorted.bam --OUTPUT bams/SRR12638318.sorted.markdup.bam --METRICS_FILE stats/SRR12638318.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 19:34:03 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	683	351053	943	174695	665	159170	0	0.453913	258144

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999998	132819	132819
2.0	1.256682	29771	29771
3.0	1.322568	11648	11648
4.0	1.33948	6034	6034
5.0	1.343821	3469	3469
6.0	1.344935	2161	2161
7.0	1.345221	1499	1499
8.0	1.345294	958	958
9.0	1.345313	691	691
10.0	1.345318	560	560
11.0	1.345319	410	410
12.0	1.34532	313	313
13.0	1.34532	253	253
14.0	1.34532	211	211
15.0	1.34532	161	161
16.0	1.34532	146	146
17.0	1.34532	107	107
18.0	1.34532	84	84
19.0	1.34532	84	84
20.0	1.34532	57	57
21.0	1.34532	52	52
22.0	1.34532	38	38
23.0	1.34532	39	39
24.0	1.34532	35	35
25.0	1.34532	31	31
26.0	1.34532	25	25
27.0	1.34532	17	17
28.0	1.34532	20	20
29.0	1.34532	22	22
30.0	1.34532	12	12
31.0	1.34532	14	14
32.0	1.34532	12	12
33.0	1.34532	13	13
34.0	1.34532	7	7
35.0	1.34532	12	12
36.0	1.34532	7	7
37.0	1.34532	10	10
38.0	1.34532	5	5
39.0	1.34532	4	4
40.0	1.34532	9	9
41.0	1.34532	4	4
42.0	1.34532	3	3
43.0	1.34532	3	3
44.0	1.34532	4	4
45.0	1.34532	2	2
46.0	1.34532	1	1
47.0	1.34532	2	2
48.0	1.34532	2	2
49.0	1.34532	1	1
50.0	1.34532	0	0
51.0	1.34532	3	3
52.0	1.34532	0	0
53.0	1.34532	3	3
54.0	1.34532	1	1
55.0	1.34532	1	1
56.0	1.34532	2	2
57.0	1.34532	3	3
58.0	1.34532	2	2
59.0	1.34532	0	0
60.0	1.34532	2	2
61.0	1.34532	1	1
62.0	1.34532	1	1
63.0	1.34532	2	2
64.0	1.34532	2	2
65.0	1.34532	2	2
66.0	1.34532	0	0
67.0	1.34532	0	0
68.0	1.34532	2	2
69.0	1.34532	1	1
70.0	1.34532	0	0
71.0	1.34532	0	0
72.0	1.34532	3	3
73.0	1.34532	1	1
74.0	1.34532	0	0
75.0	1.34532	0	0
76.0	1.34532	3	3
77.0	1.34532	3	3
78.0	1.34532	0	0
79.0	1.34532	0	0
80.0	1.34532	0	0
81.0	1.34532	0	0
82.0	1.34532	0	0
83.0	1.34532	0	0
84.0	1.34532	0	0
85.0	1.34532	0	0
86.0	1.34532	1	1
87.0	1.34532	0	0
88.0	1.34532	0	0
89.0	1.34532	0	0
90.0	1.34532	0	0
91.0	1.34532	0	0
92.0	1.34532	1	1
93.0	1.34532	0	0
94.0	1.34532	0	0
95.0	1.34532	0	0
96.0	1.34532	0	0
97.0	1.34532	0	0
98.0	1.34532	0	0
99.0	1.34532	0	0
100.0	1.34532	0	0
110.0	0	1	1

