## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12638320.sorted.bam --OUTPUT bams/SRR12638320.sorted.markdup.bam --METRICS_FILE stats/SRR12638320.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 19:34:08 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1118	426737	1426	22922	1104	198701	0	0.466311	300896

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999999	155293	155293
2.0	1.242143	36045	36045
3.0	1.300777	14685	14685
4.0	1.314975	7411	7411
5.0	1.318412	4360	4360
6.0	1.319245	2755	2755
7.0	1.319447	1853	1853
8.0	1.319495	1232	1232
9.0	1.319507	902	902
10.0	1.31951	670	670
11.0	1.319511	468	468
12.0	1.319511	410	410
13.0	1.319511	306	306
14.0	1.319511	253	253
15.0	1.319511	226	226
16.0	1.319511	163	163
17.0	1.319511	118	118
18.0	1.319511	123	123
19.0	1.319511	91	91
20.0	1.319511	89	89
21.0	1.319511	64	64
22.0	1.319511	61	61
23.0	1.319511	54	54
24.0	1.319511	45	45
25.0	1.319511	47	47
26.0	1.319511	28	28
27.0	1.319511	35	35
28.0	1.319511	19	19
29.0	1.319511	17	17
30.0	1.319511	25	25
31.0	1.319511	11	11
32.0	1.319511	12	12
33.0	1.319511	13	13
34.0	1.319511	13	13
35.0	1.319511	13	13
36.0	1.319511	7	7
37.0	1.319511	5	5
38.0	1.319511	10	10
39.0	1.319511	7	7
40.0	1.319511	5	5
41.0	1.319511	4	4
42.0	1.319511	2	2
43.0	1.319511	7	7
44.0	1.319511	6	6
45.0	1.319511	5	5
46.0	1.319511	3	3
47.0	1.319511	3	3
48.0	1.319511	2	2
49.0	1.319511	6	6
50.0	1.319511	4	4
51.0	1.319511	3	3
52.0	1.319511	2	2
53.0	1.319511	2	2
54.0	1.319511	1	1
55.0	1.319511	2	2
56.0	1.319511	0	0
57.0	1.319511	2	2
58.0	1.319511	1	1
59.0	1.319511	1	1
60.0	1.319511	1	1
61.0	1.319511	0	0
62.0	1.319511	4	4
63.0	1.319511	3	3
64.0	1.319511	1	1
65.0	1.319511	1	1
66.0	1.319511	0	0
67.0	1.319511	1	1
68.0	1.319511	1	1
69.0	1.319511	1	1
70.0	1.319511	2	2
71.0	1.319511	0	0
72.0	1.319511	3	3
73.0	1.319511	0	0
74.0	1.319511	2	2
75.0	1.319511	0	0
76.0	1.319511	2	2
77.0	1.319511	1	1
78.0	1.319511	0	0
79.0	1.319511	1	1
80.0	1.319511	1	1
81.0	1.319511	0	0
82.0	1.319511	1	1
83.0	1.319511	2	2
84.0	1.319511	1	1
85.0	1.319511	1	1
86.0	1.319511	0	0
87.0	1.319511	0	0
88.0	1.319511	0	0
89.0	1.319511	1	1
90.0	1.319511	0	0
91.0	1.319511	0	0
92.0	1.319511	0	0
93.0	1.319511	0	0
94.0	1.319511	1	1
95.0	1.319511	0	0
96.0	1.319511	0	0
97.0	1.319511	0	0
98.0	1.319511	0	0
99.0	1.319511	1	1
100.0	1.319511	2	2
107.0	0	1	1

