## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12638328.sorted.bam --OUTPUT bams/SRR12638328.sorted.markdup.bam --METRICS_FILE stats/SRR12638328.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 19:34:16 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	813	376978	2888	40681	801	173334	0	0.460365	271177

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	140626	140626
2.0	1.249037	31542	31542
3.0	1.311056	12618	12618
4.0	1.326501	6374	6374
5.0	1.330347	3700	3700
6.0	1.331305	2342	2342
7.0	1.331544	1542	1542
8.0	1.331603	1060	1060
9.0	1.331618	777	777
10.0	1.331622	582	582
11.0	1.331623	415	415
12.0	1.331623	314	314
13.0	1.331623	273	273
14.0	1.331623	207	207
15.0	1.331623	167	167
16.0	1.331623	129	129
17.0	1.331623	134	134
18.0	1.331623	100	100
19.0	1.331623	108	108
20.0	1.331623	69	69
21.0	1.331623	59	59
22.0	1.331623	63	63
23.0	1.331623	48	48
24.0	1.331623	39	39
25.0	1.331623	33	33
26.0	1.331623	30	30
27.0	1.331623	25	25
28.0	1.331623	21	21
29.0	1.331623	22	22
30.0	1.331623	15	15
31.0	1.331623	19	19
32.0	1.331623	10	10
33.0	1.331623	17	17
34.0	1.331623	7	7
35.0	1.331623	15	15
36.0	1.331623	11	11
37.0	1.331623	12	12
38.0	1.331623	12	12
39.0	1.331623	2	2
40.0	1.331623	7	7
41.0	1.331623	9	9
42.0	1.331623	7	7
43.0	1.331623	7	7
44.0	1.331623	2	2
45.0	1.331623	4	4
46.0	1.331623	2	2
47.0	1.331623	2	2
48.0	1.331623	2	2
49.0	1.331623	5	5
50.0	1.331623	1	1
51.0	1.331623	2	2
52.0	1.331623	0	0
53.0	1.331623	3	3
54.0	1.331623	0	0
55.0	1.331623	3	3
56.0	1.331623	0	0
57.0	1.331623	2	2
58.0	1.331623	2	2
59.0	1.331623	3	3
60.0	1.331623	2	2
61.0	1.331623	2	2
62.0	1.331623	3	3
63.0	1.331623	2	2
64.0	1.331623	1	1
65.0	1.331623	1	1
66.0	1.331623	4	4
67.0	1.331623	0	0
68.0	1.331623	0	0
69.0	1.331623	2	2
70.0	1.331623	3	3
71.0	1.331623	1	1
72.0	1.331623	1	1
73.0	1.331623	2	2
74.0	1.331623	0	0
75.0	1.331623	1	1
76.0	1.331623	0	0
77.0	1.331623	0	0
78.0	1.331623	1	1
79.0	1.331623	0	0
80.0	1.331623	0	0
81.0	1.331623	0	0
82.0	1.331623	1	1
83.0	1.331623	0	0
84.0	1.331623	1	1
85.0	1.331623	2	2
86.0	1.331623	1	1
87.0	1.331623	1	1
88.0	1.331623	0	0
89.0	1.331623	1	1
90.0	1.331623	0	0
91.0	1.331623	0	0
92.0	1.331623	1	1
93.0	1.331623	0	0
94.0	1.331623	0	0
95.0	1.331623	0	0
96.0	1.331623	0	0
97.0	1.331623	1	1
98.0	1.331623	1	1
99.0	1.331623	1	1
100.0	1.331623	0	0
101.0	0	1	1
103.0	0	1	1
104.0	0	1	1
115.0	0	1	1
126.0	0	1	1

