## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12638345.sorted.bam --OUTPUT bams/SRR12638345.sorted.markdup.bam --METRICS_FILE stats/SRR12638345.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 20:08:20 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	742	333118	1440	180776	722	147756	0	0.444144	253455

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999999	129187	129187
2.0	1.268658	28658	28658
3.0	1.340837	11159	11159
4.0	1.360228	5601	5601
5.0	1.365438	3243	3243
6.0	1.366837	2041	2041
7.0	1.367213	1334	1334
8.0	1.367314	976	976
9.0	1.367341	628	628
10.0	1.367349	483	483
11.0	1.367351	367	367
12.0	1.367351	288	288
13.0	1.367351	243	243
14.0	1.367351	189	189
15.0	1.367351	157	157
16.0	1.367351	113	113
17.0	1.367351	102	102
18.0	1.367351	97	97
19.0	1.367351	59	59
20.0	1.367351	60	60
21.0	1.367351	39	39
22.0	1.367351	46	46
23.0	1.367351	40	40
24.0	1.367351	28	28
25.0	1.367351	21	21
26.0	1.367351	24	24
27.0	1.367351	24	24
28.0	1.367351	14	14
29.0	1.367351	13	13
30.0	1.367351	22	22
31.0	1.367351	5	5
32.0	1.367351	11	11
33.0	1.367351	9	9
34.0	1.367351	6	6
35.0	1.367351	2	2
36.0	1.367351	4	4
37.0	1.367351	5	5
38.0	1.367351	2	2
39.0	1.367351	4	4
40.0	1.367351	2	2
41.0	1.367351	3	3
42.0	1.367351	4	4
43.0	1.367351	5	5
44.0	1.367351	1	1
45.0	1.367351	3	3
46.0	1.367351	5	5
47.0	1.367351	1	1
48.0	1.367351	0	0
49.0	1.367351	1	1
50.0	1.367351	4	4
51.0	1.367351	2	2
52.0	1.367351	1	1
53.0	1.367351	1	1
54.0	1.367351	0	0
55.0	1.367351	4	4
56.0	1.367351	2	2
57.0	1.367351	1	1
58.0	1.367351	2	2
59.0	1.367351	0	0
60.0	1.367351	2	2
61.0	1.367351	2	2
62.0	1.367351	2	2
63.0	1.367351	1	1
64.0	1.367351	1	1
65.0	1.367351	0	0
66.0	1.367351	0	0
67.0	1.367351	0	0
68.0	1.367351	1	1
69.0	1.367351	1	1
70.0	1.367351	0	0
71.0	1.367351	2	2
72.0	1.367351	0	0
73.0	1.367351	0	0
74.0	1.367351	0	0
75.0	1.367351	1	1
76.0	1.367351	0	0
77.0	1.367351	0	0
78.0	1.367351	1	1
79.0	1.367351	0	0
80.0	1.367351	0	0
81.0	1.367351	0	0
82.0	1.367351	1	1
83.0	1.367351	0	0
84.0	1.367351	0	0
85.0	1.367351	1	1
86.0	1.367351	0	0
87.0	1.367351	0	0
88.0	1.367351	0	0
89.0	1.367351	0	0
90.0	1.367351	0	0
91.0	1.367351	0	0
92.0	1.367351	0	0
93.0	1.367351	0	0
94.0	1.367351	0	0
95.0	1.367351	0	0
96.0	1.367351	0	0
97.0	1.367351	0	0
98.0	1.367351	0	0
99.0	1.367351	0	0
100.0	1.367351	0	0

