## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR13644097.sorted.bam --OUTPUT bams/SRR13644097.sorted.markdup.bam --METRICS_FILE stats/SRR13644097.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 19:57:57 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	210	155518	1334	5268	202	42008	0	0.270583	233286

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999999	91355	91355
2.0	1.513429	13818	13818
3.0	1.777039	4374	4374
4.0	1.912385	1755	1755
5.0	1.981875	826	826
6.0	2.017554	481	481
7.0	2.035872	284	284
8.0	2.045278	171	171
9.0	2.050107	117	117
10.0	2.052586	66	66
11.0	2.053859	51	51
12.0	2.054513	41	41
13.0	2.054848	28	28
14.0	2.05502	26	26
15.0	2.055109	23	23
16.0	2.055154	15	15
17.0	2.055178	10	10
18.0	2.05519	14	14
19.0	2.055196	6	6
20.0	2.055199	3	3
21.0	2.0552	5	5
22.0	2.055201	4	4
23.0	2.055202	1	1
24.0	2.055202	6	6
25.0	2.055202	4	4
26.0	2.055202	2	2
27.0	2.055202	2	2
28.0	2.055202	4	4
29.0	2.055202	1	1
30.0	2.055202	2	2
31.0	2.055202	2	2
32.0	2.055202	4	4
33.0	2.055202	1	1
34.0	2.055202	0	0
35.0	2.055202	0	0
36.0	2.055202	1	1
37.0	2.055202	1	1
38.0	2.055202	1	1
39.0	2.055202	0	0
40.0	2.055202	1	1
41.0	2.055202	0	0
42.0	2.055202	1	1
43.0	2.055202	0	0
44.0	2.055202	0	0
45.0	2.055202	0	0
46.0	2.055202	0	0
47.0	2.055202	0	0
48.0	2.055202	0	0
49.0	2.055202	0	0
50.0	2.055202	2	2
51.0	2.055202	0	0
52.0	2.055202	0	0
53.0	2.055202	0	0
54.0	2.055202	0	0
55.0	2.055202	1	1
56.0	2.055202	0	0
57.0	2.055202	0	0
58.0	2.055202	0	0
59.0	2.055202	0	0
60.0	2.055202	0	0
61.0	2.055202	0	0
62.0	2.055202	0	0
63.0	2.055202	0	0
64.0	2.055202	0	0
65.0	2.055202	0	0
66.0	2.055202	0	0
67.0	2.055202	0	0
68.0	2.055202	0	0
69.0	2.055202	0	0
70.0	2.055202	0	0
71.0	2.055202	0	0
72.0	2.055202	0	0
73.0	2.055202	0	0
74.0	2.055202	0	0
75.0	2.055202	0	0
76.0	2.055202	0	0
77.0	2.055202	0	0
78.0	2.055202	0	0
79.0	2.055202	0	0
80.0	2.055202	0	0
81.0	2.055202	0	0
82.0	2.055202	0	0
83.0	2.055202	0	0
84.0	2.055202	0	0
85.0	2.055202	0	0
86.0	2.055202	0	0
87.0	2.055202	0	0
88.0	2.055202	0	0
89.0	2.055202	0	0
90.0	2.055202	0	0
91.0	2.055202	0	0
92.0	2.055202	0	0
93.0	2.055202	0	0
94.0	2.055202	0	0
95.0	2.055202	0	0
96.0	2.055202	0	0
97.0	2.055202	0	0
98.0	2.055202	0	0
99.0	2.055202	0	0
100.0	2.055202	0	0

