## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12638338.sorted.bam --OUTPUT bams/SRR12638338.sorted.markdup.bam --METRICS_FILE stats/SRR12638338.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 19:34:12 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	705	261040	543	285319	675	126719	0	0.486076	172060

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999999	89729	89729
2.0	1.219336	21521	21521
3.0	1.267445	8842	8842
4.0	1.277997	4702	4702
5.0	1.280311	2782	2782
6.0	1.280819	1766	1766
7.0	1.28093	1193	1193
8.0	1.280954	831	831
9.0	1.28096	610	610
10.0	1.280961	428	428
11.0	1.280961	348	348
12.0	1.280961	252	252
13.0	1.280961	202	202
14.0	1.280961	186	186
15.0	1.280961	130	130
16.0	1.280961	110	110
17.0	1.280961	98	98
18.0	1.280961	78	78
19.0	1.280961	59	59
20.0	1.280961	50	50
21.0	1.280961	47	47
22.0	1.280961	45	45
23.0	1.280961	39	39
24.0	1.280961	33	33
25.0	1.280961	16	16
26.0	1.280961	22	22
27.0	1.280961	23	23
28.0	1.280961	16	16
29.0	1.280961	21	21
30.0	1.280961	16	16
31.0	1.280961	10	10
32.0	1.280961	7	7
33.0	1.280961	10	10
34.0	1.280961	8	8
35.0	1.280961	5	5
36.0	1.280961	7	7
37.0	1.280961	2	2
38.0	1.280961	4	4
39.0	1.280961	8	8
40.0	1.280961	6	6
41.0	1.280961	2	2
42.0	1.280961	4	4
43.0	1.280961	3	3
44.0	1.280961	2	2
45.0	1.280961	4	4
46.0	1.280961	3	3
47.0	1.280961	3	3
48.0	1.280961	3	3
49.0	1.280961	5	5
50.0	1.280961	3	3
51.0	1.280961	0	0
52.0	1.280961	1	1
53.0	1.280961	1	1
54.0	1.280961	2	2
55.0	1.280961	1	1
56.0	1.280961	0	0
57.0	1.280961	1	1
58.0	1.280961	0	0
59.0	1.280961	1	1
60.0	1.280961	0	0
61.0	1.280961	0	0
62.0	1.280961	0	0
63.0	1.280961	1	1
64.0	1.280961	0	0
65.0	1.280961	1	1
66.0	1.280961	1	1
67.0	1.280961	4	4
68.0	1.280961	1	1
69.0	1.280961	0	0
70.0	1.280961	0	0
71.0	1.280961	1	1
72.0	1.280961	0	0
73.0	1.280961	0	0
74.0	1.280961	0	0
75.0	1.280961	1	1
76.0	1.280961	0	0
77.0	1.280961	0	0
78.0	1.280961	0	0
79.0	1.280961	0	0
80.0	1.280961	0	0
81.0	1.280961	0	0
82.0	1.280961	0	0
83.0	1.280961	0	0
84.0	1.280961	1	1
85.0	1.280961	0	0
86.0	1.280961	0	0
87.0	1.280961	0	0
88.0	1.280961	0	0
89.0	1.280961	0	0
90.0	1.280961	0	0
91.0	1.280961	0	0
92.0	1.280961	0	0
93.0	1.280961	0	0
94.0	1.280961	0	0
95.0	1.280961	2	2
96.0	1.280961	0	0
97.0	1.280961	0	0
98.0	1.280961	2	2
99.0	1.280961	0	0
100.0	1.280961	1	1
102.0	0	1	1
103.0	0	1	1
106.0	0	1	1
134.0	0	1	1

