## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12983964.sorted.bam --OUTPUT bams/SRR12983964.sorted.markdup.bam --METRICS_FILE stats/SRR12983964.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 20:15:02 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	796	488547	1426	15970	784	204587	0	0.419227	405527

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	201574	201574
2.0	1.299775	42702	42702
3.0	1.389641	16891	16891
4.0	1.41658	8233	8233
5.0	1.424656	4607	4607
6.0	1.427077	2890	2890
7.0	1.427802	1847	1847
8.0	1.42802	1208	1208
9.0	1.428085	928	928
10.0	1.428105	628	628
11.0	1.428111	510	510
12.0	1.428112	367	367
13.0	1.428113	293	293
14.0	1.428113	212	212
15.0	1.428113	172	172
16.0	1.428113	135	135
17.0	1.428113	104	104
18.0	1.428113	89	89
19.0	1.428113	81	81
20.0	1.428113	63	63
21.0	1.428113	63	63
22.0	1.428113	38	38
23.0	1.428113	42	42
24.0	1.428113	38	38
25.0	1.428113	28	28
26.0	1.428113	22	22
27.0	1.428113	23	23
28.0	1.428113	12	12
29.0	1.428113	18	18
30.0	1.428113	13	13
31.0	1.428113	15	15
32.0	1.428113	14	14
33.0	1.428113	9	9
34.0	1.428113	6	6
35.0	1.428113	8	8
36.0	1.428113	6	6
37.0	1.428113	5	5
38.0	1.428113	6	6
39.0	1.428113	6	6
40.0	1.428113	2	2
41.0	1.428113	3	3
42.0	1.428113	2	2
43.0	1.428113	1	1
44.0	1.428113	5	5
45.0	1.428113	1	1
46.0	1.428113	2	2
47.0	1.428113	4	4
48.0	1.428113	4	4
49.0	1.428113	1	1
50.0	1.428113	1	1
51.0	1.428113	4	4
52.0	1.428113	2	2
53.0	1.428113	1	1
54.0	1.428113	2	2
55.0	1.428113	2	2
56.0	1.428113	2	2
57.0	1.428113	0	0
58.0	1.428113	0	0
59.0	1.428113	3	3
60.0	1.428113	3	3
61.0	1.428113	0	0
62.0	1.428113	1	1
63.0	1.428113	1	1
64.0	1.428113	0	0
65.0	1.428113	0	0
66.0	1.428113	0	0
67.0	1.428113	1	1
68.0	1.428113	0	0
69.0	1.428113	1	1
70.0	1.428113	0	0
71.0	1.428113	0	0
72.0	1.428113	0	0
73.0	1.428113	0	0
74.0	1.428113	0	0
75.0	1.428113	1	1
76.0	1.428113	0	0
77.0	1.428113	0	0
78.0	1.428113	0	0
79.0	1.428113	2	2
80.0	1.428113	0	0
81.0	1.428113	0	0
82.0	1.428113	0	0
83.0	1.428113	0	0
84.0	1.428113	0	0
85.0	1.428113	0	0
86.0	1.428113	0	0
87.0	1.428113	0	0
88.0	1.428113	0	0
89.0	1.428113	0	0
90.0	1.428113	0	0
91.0	1.428113	0	0
92.0	1.428113	0	0
93.0	1.428113	0	0
94.0	1.428113	0	0
95.0	1.428113	0	0
96.0	1.428113	0	0
97.0	1.428113	0	0
98.0	1.428113	0	0
99.0	1.428113	1	1
100.0	1.428113	0	0
122.0	0	1	1

