## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12638350.sorted.bam --OUTPUT bams/SRR12638350.sorted.markdup.bam --METRICS_FILE stats/SRR12638350.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 20:10:15 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	811	394233	690	33349	798	170800	0	0.433812	310941

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	0.999999	155361	155361
2.0	1.281429	35399	35399
3.0	1.360632	13846	13846
4.0	1.382922	6770	6770
5.0	1.389195	3739	3739
6.0	1.390961	2357	2357
7.0	1.391457	1534	1534
8.0	1.391597	1035	1035
9.0	1.391637	731	731
10.0	1.391648	510	510
11.0	1.391651	432	432
12.0	1.391652	315	315
13.0	1.391652	266	266
14.0	1.391652	176	176
15.0	1.391652	158	158
16.0	1.391652	131	131
17.0	1.391652	114	114
18.0	1.391652	73	73
19.0	1.391652	60	60
20.0	1.391652	52	52
21.0	1.391652	44	44
22.0	1.391652	38	38
23.0	1.391652	25	25
24.0	1.391652	34	34
25.0	1.391652	20	20
26.0	1.391652	16	16
27.0	1.391652	24	24
28.0	1.391652	15	15
29.0	1.391652	16	16
30.0	1.391652	11	11
31.0	1.391652	12	12
32.0	1.391652	9	9
33.0	1.391652	12	12
34.0	1.391652	9	9
35.0	1.391652	6	6
36.0	1.391652	5	5
37.0	1.391652	6	6
38.0	1.391652	6	6
39.0	1.391652	8	8
40.0	1.391652	3	3
41.0	1.391652	2	2
42.0	1.391652	2	2
43.0	1.391652	2	2
44.0	1.391652	6	6
45.0	1.391652	3	3
46.0	1.391652	2	2
47.0	1.391652	2	2
48.0	1.391652	2	2
49.0	1.391652	1	1
50.0	1.391652	1	1
51.0	1.391652	2	2
52.0	1.391652	3	3
53.0	1.391652	5	5
54.0	1.391652	2	2
55.0	1.391652	2	2
56.0	1.391652	1	1
57.0	1.391652	2	2
58.0	1.391652	1	1
59.0	1.391652	1	1
60.0	1.391652	0	0
61.0	1.391652	0	0
62.0	1.391652	1	1
63.0	1.391652	0	0
64.0	1.391652	1	1
65.0	1.391652	1	1
66.0	1.391652	0	0
67.0	1.391652	1	1
68.0	1.391652	1	1
69.0	1.391652	0	0
70.0	1.391652	0	0
71.0	1.391652	3	3
72.0	1.391652	1	1
73.0	1.391652	0	0
74.0	1.391652	0	0
75.0	1.391652	0	0
76.0	1.391652	0	0
77.0	1.391652	0	0
78.0	1.391652	1	1
79.0	1.391652	0	0
80.0	1.391652	1	1
81.0	1.391652	0	0
82.0	1.391652	0	0
83.0	1.391652	0	0
84.0	1.391652	0	0
85.0	1.391652	0	0
86.0	1.391652	0	0
87.0	1.391652	1	1
88.0	1.391652	0	0
89.0	1.391652	0	0
90.0	1.391652	0	0
91.0	1.391652	1	1
92.0	1.391652	0	0
93.0	1.391652	0	0
94.0	1.391652	0	0
95.0	1.391652	0	0
96.0	1.391652	0	0
97.0	1.391652	0	0
98.0	1.391652	0	0
99.0	1.391652	0	0
100.0	1.391652	0	0

