## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT bams/SRR12983969.sorted.bam --OUTPUT bams/SRR12983969.sorted.markdup.bam --METRICS_FILE stats/SRR12983969.metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 20:16:20 EST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	843	549687	2153	88475	826	280357	0	0.51039	333483

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	177149	177149
2.0	1.192373	43371	43371
3.0	1.22938	18230	18230
4.0	1.236499	9662	9662
5.0	1.237869	5800	5800
6.0	1.238132	3687	3687
7.0	1.238183	2471	2471
8.0	1.238192	1814	1814
9.0	1.238194	1368	1368
10.0	1.238195	1055	1055
11.0	1.238195	784	784
12.0	1.238195	623	623
13.0	1.238195	472	472
14.0	1.238195	379	379
15.0	1.238195	328	328
16.0	1.238195	283	283
17.0	1.238195	205	205
18.0	1.238195	224	224
19.0	1.238195	170	170
20.0	1.238195	134	134
21.0	1.238195	113	113
22.0	1.238195	122	122
23.0	1.238195	83	83
24.0	1.238195	68	68
25.0	1.238195	69	69
26.0	1.238195	62	62
27.0	1.238195	57	57
28.0	1.238195	53	53
29.0	1.238195	43	43
30.0	1.238195	37	37
31.0	1.238195	33	33
32.0	1.238195	28	28
33.0	1.238195	24	24
34.0	1.238195	27	27
35.0	1.238195	24	24
36.0	1.238195	26	26
37.0	1.238195	21	21
38.0	1.238195	16	16
39.0	1.238195	10	10
40.0	1.238195	14	14
41.0	1.238195	11	11
42.0	1.238195	10	10
43.0	1.238195	13	13
44.0	1.238195	8	8
45.0	1.238195	10	10
46.0	1.238195	12	12
47.0	1.238195	8	8
48.0	1.238195	7	7
49.0	1.238195	6	6
50.0	1.238195	9	9
51.0	1.238195	8	8
52.0	1.238195	5	5
53.0	1.238195	3	3
54.0	1.238195	8	8
55.0	1.238195	4	4
56.0	1.238195	4	4
57.0	1.238195	2	2
58.0	1.238195	3	3
59.0	1.238195	4	4
60.0	1.238195	1	1
61.0	1.238195	2	2
62.0	1.238195	3	3
63.0	1.238195	2	2
64.0	1.238195	2	2
65.0	1.238195	3	3
66.0	1.238195	1	1
67.0	1.238195	0	0
68.0	1.238195	3	3
69.0	1.238195	0	0
70.0	1.238195	4	4
71.0	1.238195	1	1
72.0	1.238195	1	1
73.0	1.238195	2	2
74.0	1.238195	2	2
75.0	1.238195	1	1
76.0	1.238195	0	0
77.0	1.238195	1	1
78.0	1.238195	0	0
79.0	1.238195	0	0
80.0	1.238195	0	0
81.0	1.238195	1	1
82.0	1.238195	1	1
83.0	1.238195	1	1
84.0	1.238195	2	2
85.0	1.238195	1	1
86.0	1.238195	1	1
87.0	1.238195	1	1
88.0	1.238195	1	1
89.0	1.238195	0	0
90.0	1.238195	0	0
91.0	1.238195	0	0
92.0	1.238195	1	1
93.0	1.238195	0	0
94.0	1.238195	1	1
95.0	1.238195	0	0
96.0	1.238195	0	0
97.0	1.238195	0	0
98.0	1.238195	0	0
99.0	1.238195	1	1
100.0	1.238195	1	1
101.0	0	1	1
104.0	0	2	2
105.0	0	1	1
108.0	0	2	2
112.0	0	1	1
114.0	0	1	1
117.0	0	1	1
123.0	0	1	1
124.0	0	1	1
126.0	0	1	1
135.0	0	1	1
144.0	0	1	1

